Time;Robot;Node;Idleness;Interferences
40.6;3;92;15.0;0
42.0;0;12;17.9;0
42.1;2;42;17.2;0
45.6;6;50;17.4;0
46.9;1;30;22.3;0
51.6;0;11;19.1;0
